ID_transaccin,Monto,Orden,Recurrente,Origen,Fecha_de_operacin,Score,Estado,Reembolsos,Contracargos,ID_cliente,Canal_de_pago,Token,Tipo_de_tarjeta,Dispositivo,ID comercio,Fecha_devolucin,Fecha_contracargo,Respuesta_de_banco,Email_score,das_prim_correo,Dominio,Regla_nivel_normal,Regla_nivel_medio,Regla_nivel_alto,Accin
trdjsiso6d9okib8becm,$230.00,304130,FALSE,API,1/18/20 9:57,40,Aceptada,,,8,,929ff261b18a00e77e96ebc77729262d78a5822452716e693f8efb90c446bd7d,DEBIT,,1,,,Aceptada,273,325,gmail.com,Aceptada,Aceptada,Aceptada,
trz2bb7mcozgsug13acp,$300.00,304159,FALSE,API,1/18/20 13:25,61,Riesgo de fraude,,,2,,a930eb561e526b8d1f25b4f578d8a86be5cd92b348f0d6d577ff1560182cd10f,DEBIT,4ab5b6ee91f44ba09073b45acf88e7c6,1,,,,96,1669,gmail.com,Aceptada,Aceptada,Riesgo de fraude,
troaqhfxq5cn4cfyxokr,$300.00,304160,FALSE,API,1/18/20 13:25,57,Aceptada,,,4,,abf96b94def5bf5d6ab2d95ca16659b62271715d1a3c80cd6f26b86470e5150b,CREDIT,,1,,,Aceptada,500,130,gmail.com,,,,
tr6wt0dcu2i4w1njtpec,$30.00,304237,FALSE,API,1/18/20 20:52,222,Riesgo de fraude,,,6,,939170eb0a1f4e53c7101d4497c523988e1d314d63ba73573ce32b21778e8cdd,DEBIT,,1,,,,500,181,gmail.com,Aceptada,Aceptada,Riesgo de fraude,
trstxpeiy8c8uaqzuz24,"$8,000.00",304175,FALSE,API,1/18/20 15:19,52,Riesgo de fraude,,,3,,110519736509a2af40c7783981537f367492e1590446c5fd330643f30fa20b79,CREDIT,3d00cfa0218fedee123c607eb1559acd,1,,,,98,1529,hotmail.com,Aceptada,Aceptada,Riesgo de fraude,
tr5gouhkwb9bh33glvvh,$200.00,304189,FALSE,API,1/18/20 15:41,58,Riesgo de fraude,,,2,,68b04f8288381fab40314085fb6939bd3706e3e16fb28b0f7635d86d5ba61b66,DEBIT,,1,,,,500,34,gmail.com,Aceptada,Aceptada,Riesgo de fraude,
trzk4ivy0u67abbecjqi,$140.00,304173,FALSE,API,1/18/20 15:10,43,Aceptada,,,2,,776466f5c2c9de689ee8b2540d0cc2247bcb08716efc346405fe7db4ffe5639c,DEBIT,,1,,,Aceptada,78,3118,hotmail.com,Aceptada,Aceptada,Aceptada,
trcqpuqldqe9k3nvoper,"$6,000.00",304174,FALSE,API,1/18/20 15:13,39,Riesgo de fraude,,,7,,9bb57aa319ef0830001b6ed1314a66c63161275aca4ffb40662efad371dadb59,DEBIT,3d00cfa0218fedee123c607eb1559acd,5,,,,98,1529,hotmail.com,Aceptada,Aceptada,Riesgo de fraude,
tr6iwwfpctufi6un6bwk,$30.00,304267,FALSE,API,1/19/20 0:14,225,Riesgo de fraude,,,9,,7902402009fb5abfd4e6f483641555cc8692eda3599f03850e06f9b46bce38c1,DEBIT,,1,,,,904,131,gmail.com,Aceptada,Riesgo de fraude,,
trcvszzxbtrkgozsjcha,$200.00,304252,FALSE,API,1/18/20 22:22,71,Riesgo de fraude,,,5,,275dabdf397fa1aebb792897ea4c21bb0fdfe23d1b6f56e250f46f934ca904a5,DEBIT,,1,,,,944,4077,hotmail.com,Aceptada,Riesgo de fraude,,
trybirrhqsg5wno9mgaf,$500.00,304262,FALSE,API,1/18/20 23:42,218,Riesgo de fraude,,,4,,c6c594da917d93dda54ef45dbcd1650b88ee0689131675e9afd89dce1ae2a64e,DEBIT,,1,,,,56,4747,hotmail.com,Aceptada,Aceptada,Riesgo de fraude,
trarxgz56vzs5guuvghr,$35.00,304280,FALSE,API,1/19/20 0:46,228,Riesgo de fraude,,,9,,939170eb0a1f4e53c7101d4497c523988e1d314d63ba73573ce32b21778e8cdd,DEBIT,,1,,,,500,181,gmail.com,Aceptada,Aceptada,Riesgo de fraude,
tregehlz2ncref10q8vc,$50.00,304597,FALSE,API,1/20/20 12:56,220,Riesgo de fraude,,,2,,939170eb0a1f4e53c7101d4497c523988e1d314d63ba73573ce32b21778e8cdd,DEBIT,,1,,,,500,182,gmail.com,Aceptada,Aceptada,Riesgo de fraude,
trcjb7bivgvial7pzfc9,$40.00,304596,FALSE,API,1/20/20 12:51,220,Riesgo de fraude,,,5,,939170eb0a1f4e53c7101d4497c523988e1d314d63ba73573ce32b21778e8cdd,DEBIT,,1,,,,500,182,gmail.com,Aceptada,Aceptada,Riesgo de fraude,
trdhqblzpaetn2cqkpo9,$30.00,304602,FALSE,API,1/20/20 13:24,220,Riesgo de fraude,,,2,,939170eb0a1f4e53c7101d4497c523988e1d314d63ba73573ce32b21778e8cdd,DEBIT,,1,,,,500,182,gmail.com,Aceptada,Aceptada,Riesgo de fraude,
trtts1ofqwovsqsricfl,"$2,000.00",304393,FALSE,API,1/19/20 16:40,36,Aceptada,,,4,,50bd1a57bb4be5fb76b75373aae70ff7c3a411c325ed15d00383476a4955241a,DEBIT,901c2a2c3e254ba658337ed502bff09c,1,,,Autorización requerida,95,1783,hotmail.com,Aceptada,Aceptada,Aceptada,
trpjwcpepixofs3yztmx,"$2,000.00",304394,FALSE,API,1/19/20 16:41,36,Riesgo de fraude,,,8,,50bd1a57bb4be5fb76b75373aae70ff7c3a411c325ed15d00383476a4955241a,DEBIT,901c2a2c3e254ba658337ed502bff09c,1,,,,95,1783,hotmail.com,Aceptada,Aceptada,Riesgo de fraude,
trtrslgjbdboww6dike6,$294.00,304396,FALSE,API,1/19/20 16:54,75,Aceptada,,,10,,5db43a76e92a4affd8807db446634ca350ba9f71e7a7e86ab74d3d723d7382fa,DEBIT,,1,,,Aceptada,10,1864,gmail.com,Aceptada,Aceptada,Aceptada,
trzpevil4ijsnyfkusnw,"$2,000.00",304392,FALSE,API,1/19/20 16:38,38,Aceptada,,,3,,50bd1a57bb4be5fb76b75373aae70ff7c3a411c325ed15d00383476a4955241a,DEBIT,,1,,,Autorización requerida,95,1783,hotmail.com,Aceptada,Aceptada,Aceptada,
trvoihqfc5fdedld9qad,$100.00,304425,FALSE,API,1/19/20 21:22,67,Riesgo de fraude,,,6,,275dabdf397fa1aebb792897ea4c21bb0fdfe23d1b6f56e250f46f934ca904a5,DEBIT,cee250b532bddb34dee502c1a783f62c,1,,,,944,4078,hotmail.com,Aceptada,Riesgo de fraude,,
tr5fiar4ln2mbfdfszrf,"$1,000.00",304416,FALSE,API,1/19/20 20:23,36,Aceptada,,,0,,fc3b631c690c6761fe7f691d2da0553f19c30fdd1506a6b55c4b5688d069a793,DEBIT,f15cd4451f24f7a3389bf9df08bd1bb6,1,,,Aceptada,10,1180,gmail.com,Aceptada,Aceptada,Aceptada,
trp8nkcojjmlbe1gnpt9,$323.00,304433,FALSE,API,1/19/20 21:47,52,Riesgo de fraude,,,2,,eaad8030c73cb851268b81c53a74a88b819c894e3c6d7d4665cd68450babec3f,DEBIT,b9bee629b8898599962f30837b683594,1,,,,89,2264,hotmail.com,Aceptada,Aceptada,Riesgo de fraude,
trt8dnjcd80m8djdhoak,$200.00,304436,FALSE,API,1/19/20 22:05,73,Aceptada,,,7,,c32d037d284cdbe6626624995428ffe0ab393b50217e6057eb8c71a58d3dfd24,DEBIT,,1,,,Tarjeta declinada,10,1865,gmail.com,Aceptada,Aceptada,Aceptada,
trasy6uowxybvzzzwkxe,$42.00,304434,FALSE,API,1/19/20 21:47,84,Riesgo de fraude,,,5,,e25e3c831a5103278c912235bcf62074832131528d34643a94def35c634eed3a,DEBIT,,1,,,,489,40,hotmail.com,Aceptada,Aceptada,Riesgo de fraude,
trnedznyljvjstllk8ka,$200.00,304438,FALSE,API,1/19/20 22:05,73,Aceptada,,,3,,c32d037d284cdbe6626624995428ffe0ab393b50217e6057eb8c71a58d3dfd24,DEBIT,1843a892c2199fdce9bb88b8e35898a4,1,,,Tarjeta declinada,10,1865,gmail.com,Aceptada,Aceptada,Aceptada,
trgmfhscytjqcs92epm5,$50.00,304632,FALSE,API,1/20/20 16:38,51,Riesgo de fraude,,,3,,938eb6ba8de483f620e069ada88e403953797fd5340215c4c92e9f78edd37051,DEBIT,,1,,,,80,2913,hotmail.com,Aceptada,Aceptada,Riesgo de fraude,
tro8i8eyqm7bdjiouk64,$50.00,304626,FALSE,API,1/20/20 15:50,57,Riesgo de fraude,,,1,,8039523a3133d58bd504aa83bd535dd68070b7c66ed34fc404e5271f44e67862,DEBIT,,1,,,,709,36,gmail.com,Aceptada,Aceptada,Riesgo de fraude,
trqofqpep2apsaigbodm,$400.00,304648,FALSE,API,1/20/20 17:53,50,Riesgo de fraude,,,8,,eaad8030c73cb851268b81c53a74a88b819c894e3c6d7d4665cd68450babec3f,DEBIT,a45b654be78225bf5fae1bbbb9e9c979,1,,,,89,2264,hotmail.com,Aceptada,Aceptada,Riesgo de fraude,
trasdaxycayojygvwhw7,$150.00,304652,FALSE,API,1/20/20 18:16,67,Riesgo de fraude,,,5,,275dabdf397fa1aebb792897ea4c21bb0fdfe23d1b6f56e250f46f934ca904a5,DEBIT,cee250b532bddb34dee502c1a783f62c,1,,,,944,4079,hotmail.com,Aceptada,Riesgo de fraude,,
trorbportfv2fhkxufbp,$200.00,304662,FALSE,API,1/20/20 19:10,39,Aceptada,,,2,,d99333c6d349af4d908fcd7ca29a590a127654dd838ef7e5bfa27d74faf53e81,DEBIT,1d550a8a55c309a73dd2a73502bdf993,1,,,Aceptada,10,4347,hotmail.com,Aceptada,Aceptada,Aceptada,
tranjqxfum0nwb7mmnrm,$300.00,304335,FALSE,API,1/19/20 11:08,48,Riesgo de fraude,,,0,,8039523a3133d58bd504aa83bd535dd68070b7c66ed34fc404e5271f44e67862,DEBIT,1c9e7c58df76dd17a5caeb01b86fe745,1,,,,709,35,gmail.com,Aceptada,Aceptada,Riesgo de fraude,
trdslkqpj8ilw2l4mvub,$300.00,304332,FALSE,API,1/19/20 11:04,54,Aceptada,,,6,,8039523a3133d58bd504aa83bd535dd68070b7c66ed34fc404e5271f44e67862,DEBIT,1c9e7c58df76dd17a5caeb01b86fe745,1,,,Tarjeta declinada,709,35,gmail.com,,,,
trde5mnpqqe2kf96ggda,"$5,000.00",304348,FALSE,API,1/19/20 13:05,70,Riesgo de fraude,,,3,,e5c859fc9add1f7ab05967b23f1663b649a0ce52660b4624bda6d372f07db9e5,DEBIT,,1,,,,500,37,gmail.com,Aceptada,Aceptada,Riesgo de fraude,
trppz74qrmxojrds6geq,$300.00,304349,FALSE,API,1/19/20 13:07,217,Riesgo de fraude,,,8,,c6c594da917d93dda54ef45dbcd1650b88ee0689131675e9afd89dce1ae2a64e,DEBIT,562a9a78c8b1dee16e97734673d267ba,1,,,,56,4747,hotmail.com,Aceptada,Aceptada,Riesgo de fraude,
trlws2vqx9d5f97htncz,"$1,000.00",304370,FALSE,API,1/19/20 15:20,39,Aceptada,,,1,,20421e4184c74b7417053626656a47d6191e89eb26ac55f57537db8067126954,DEBIT,,1,,,Aceptada,207,415,gmail.com,Aceptada,Aceptada,Aceptada,
trvpqljlv0zmdvzfk1if,"$1,000.00",304361,FALSE,API,1/19/20 14:20,64,Aceptada,,,5,,dd301e0d31178adfd965f339cfdd1e3ecdce086fef56f3bf80fb6da798894c86,DEBIT,,1,,,Aceptada,213,383,hotmail.com,Aceptada,Aceptada,Aceptada,
trycxjhlgk0gi1e5bh6c,"$2,000.00",304365,FALSE,API,1/19/20 14:39,40,Aceptada,,,7,,7812f83d3327fada50039740741cf5d77d1a60ff7abb0aa27814a008d152d88e,DEBIT,,1,,,Aceptada,454,168,outlook.com,,,,
trqoklxdglpx347w5ezz,$40.00,304379,FALSE,API,1/19/20 15:50,60,Riesgo de fraude,,,9,,ff04930f8b2d8c0f12162d46a1801def378b2219ea8829d3ae6f3d9758b7df30,DEBIT,,1,,,,153,724,hotmail.com,Aceptada,Aceptada,Riesgo de fraude,
trygi2pfe7lbity56ibs,$40.00,304380,FALSE,API,1/19/20 15:53,60,Riesgo de fraude,,,1,,ff04930f8b2d8c0f12162d46a1801def378b2219ea8829d3ae6f3d9758b7df30,DEBIT,,1,,,,153,724,hotmail.com,Aceptada,Aceptada,Riesgo de fraude,
trl8vl64ji5b2ab4deai,$30.00,304384,FALSE,API,1/19/20 16:06,53,Aceptada,,,1,,d40b714b530e752a5db47419bbb07d6e037c5477f89859df6b8b52410082a7c4,DEBIT,ac467531f68009ae62a10e0caee0e480,1,,,Aceptada,500,0,gmail.com,,,,
tromenl8ki2bsbgxslk7,$40.00,304378,FALSE,API,1/19/20 15:48,60,Riesgo de fraude,,,6,,ff04930f8b2d8c0f12162d46a1801def378b2219ea8829d3ae6f3d9758b7df30,DEBIT,,1,,,,153,724,hotmail.com,Aceptada,Aceptada,Riesgo de fraude,
trwpexuzyr3k4zjn3z7d,$43.00,304360,FALSE,API,1/19/20 14:07,87,Riesgo de fraude,,,0,,5059ad09c39dad98abf267187aaeead4d5da3782f56eb1a2c08845344d6abfc0,DEBIT,,1,,,,242,218,gmail.com,Aceptada,Aceptada,Riesgo de fraude,
trp3ocicfmnqw9lzkg75,$400.00,304315,FALSE,API,1/19/20 9:05,51,Aceptada,,,9,,0f33383a164c33cec8ff067100df0c35bed96619f5da8273b34791b571fbaa22,DEBIT,7e13ebf5781546d3e79f702d16fbebb9,1,,,Aceptada,176,595,gmail.com,Aceptada,Aceptada,Aceptada,
trclwfpkin5x0ncqf1ta,"$1,000.00",304322,FALSE,API,1/19/20 9:45,32,Aceptada,,,6,,ad4dcf135c3598447814e770df7fe898e2b9f8146240de5ef9ba74f44362c9b0,DEBIT,95f59223936cee6f5ec725e23526413e,1,,,Aceptada,88,2338,hotmail.com,Aceptada,Aceptada,Aceptada,
trhh0vhnvxyudzb7ilyx,"$1,000.00",304328,FALSE,API,1/19/20 10:45,78,Riesgo de fraude,,,0,,5be33328a35647123772cf0084a365d454fd011e0b8ea8a38d12dd65317faa6c,DEBIT,,1,,,,142,843,gmail.com,Aceptada,Aceptada,Riesgo de fraude,
trtqmeld0ezpy3bomsvc,$500.00,304031,FALSE,API,1/17/20 23:23,34,Aceptada,,,5,,8cf83c5f6f7a9184bdd6e4b4695916b6e3f6462a16a2359bc54ae74347999d62,DEBIT,9c62eb433e71b03815abb61a0db2a349,1,,,Tarjeta declinada,90,2191,hotmail.es,Aceptada,Aceptada,Aceptada,
trrh39zqn1vnjeeiitzx,$300.00,304038,FALSE,API,1/17/20 23:40,0,Riesgo de fraude,,,1,,b194a7a8c4df16ef870289ab7b28f5505b0dd955e09290869a63b7a58b4ac5e3,DEBIT,,1,,,,,,,,,,DENY
trag1ynyqv9bolq7vx5u,$250.00,304071,FALSE,API,1/18/20 0:39,72,Aceptada,,,10,,5db43a76e92a4affd8807db446634ca350ba9f71e7a7e86ab74d3d723d7382fa,DEBIT,1843a892c2199fdce9bb88b8e35898a4,1,,,Aceptada,10,1863,gmail.com,Aceptada,Aceptada,Aceptada,
trdpubceoldv464k8cdk,$150.00,304060,FALSE,API,1/18/20 0:14,53,Aceptada,,,1,,8039523a3133d58bd504aa83bd535dd68070b7c66ed34fc404e5271f44e67862,DEBIT,8bf3beeef327b6bf6cabf9b46e436880,1,,,Tarjeta declinada,709,34,gmail.com,,,,
tr0j6ykxwuyw3icyiwmo,$30.00,304087,FALSE,API,1/18/20 1:24,219,Riesgo de fraude,,,6,,9d9165f93a4692a192ec3f012ffb0be2d2cf5caf4c25010f19fc0ac4c34573d0,DEBIT,23388d35ee660f2b31592a48c72ecc09,1,,,,904,130,gmail.com,Aceptada,Riesgo de fraude,,
trow00ekzz64dfbxkh5b,$500.00,304093,FALSE,API,1/18/20 2:05,72,Aceptada,,,4,,c32d037d284cdbe6626624995428ffe0ab393b50217e6057eb8c71a58d3dfd24,DEBIT,1843a892c2199fdce9bb88b8e35898a4,1,,,Tarjeta declinada,10,1863,gmail.com,Aceptada,Aceptada,Aceptada,
trzzpbnqlde4m4og4fob,$100.00,304076,FALSE,API,1/18/20 1:05,55,Riesgo de fraude,,,0,,b4dc64cd89c1ce700b150a1bf622d21cb71fc85bd16d46676b289f050a0cda35,DEBIT,7d8438fc403b933a6afd5664bedd1e18,1,,,,200,455,hotmail.com,Aceptada,Aceptada,Riesgo de fraude,
trok2vq3oiju2k4ffif2,$500.00,304082,FALSE,API,1/18/20 1:21,41,Aceptada,,,3,,851682ce314471aa2e589a25b070807f5bbca90ea10524d95a9aba6706247709,DEBIT,,1,,,Aceptada,489,38,hotmail.com,,,,
trsnzbo5twlwkz3iw013,$30.00,304200,FALSE,API,1/18/20 15:57,221,Riesgo de fraude,,,9,,9d9165f93a4692a192ec3f012ffb0be2d2cf5caf4c25010f19fc0ac4c34573d0,DEBIT,,1,,,,904,130,gmail.com,Aceptada,Riesgo de fraude,,
tr2jpaouubolddlohkev,$30.00,304201,FALSE,API,1/18/20 15:58,219,Riesgo de fraude,,,3,,9d9165f93a4692a192ec3f012ffb0be2d2cf5caf4c25010f19fc0ac4c34573d0,DEBIT,d2763b93282c1ccc54094cc85ae12728,1,,,,904,130,gmail.com,Aceptada,Riesgo de fraude,,
trfidqcmxjjak86ra4ye,$30.00,304202,FALSE,API,1/18/20 16:06,227,Riesgo de fraude,,,5,,7902402009fb5abfd4e6f483641555cc8692eda3599f03850e06f9b46bce38c1,DEBIT,,1,,,,904,130,gmail.com,Aceptada,Riesgo de fraude,,
tr4fjvdq07ilzbixl0yr,$200.00,304225,FALSE,API,1/18/20 18:58,0,Riesgo de fraude,,,9,,b194a7a8c4df16ef870289ab7b28f5505b0dd955e09290869a63b7a58b4ac5e3,DEBIT,,1,,,,,,,,,,DENY
trven1tcicecykvnhppw,$50.00,304212,FALSE,API,1/18/20 17:27,222,Riesgo de fraude,,,2,,939170eb0a1f4e53c7101d4497c523988e1d314d63ba73573ce32b21778e8cdd,DEBIT,,1,,,,500,180,gmail.com,Aceptada,Aceptada,Riesgo de fraude,
tr0nokoqpwbu9fltrz0g,$500.00,304211,FALSE,API,1/18/20 17:26,56,Aceptada,,,7,,df6b5ed8f79d1431fc2e9035cbf8a0480368d449842fd9c97fe41a26c47f9a69,DEBIT,,1,,,Aceptada,87,2393,gmail.com,Aceptada,Aceptada,Aceptada,
trhvhcnsw3qewgeb7j5f,$50.00,304162,FALSE,API,1/18/20 13:38,32,Aceptada,,,6,,9dc60809f8ca7d7de87a403f6319c55122585838626fef3224e4c66c655ad89d,DEBIT,1b67bee6821fbb99948ef72b806b8d71,1,,,Aceptada,145,791,gmail.com,Aceptada,Aceptada,Aceptada,
trql9hiihkbycxzjswow,$500.00,304552,FALSE,API,1/20/20 8:19,52,Riesgo de fraude,,,1,,eaad8030c73cb851268b81c53a74a88b819c894e3c6d7d4665cd68450babec3f,DEBIT,7544f6b367fe890e492581869ca0ca2c,1,,,,89,2264,hotmail.com,Aceptada,Aceptada,Riesgo de fraude,
trob4vbuhgtppwoupzji,"$9,999.00",304587,FALSE,API,1/20/20 11:44,41,Riesgo de fraude,,,4,,1166d9626b9f26aacec3570dbc1a95170343e879be10b60159888491e3b44bc1,CREDIT,,1,,,,153,1090,hotmail.com,Aceptada,Aceptada,Riesgo de fraude,
tresfiefpubjn98jtatr,$300.00,304575,FALSE,API,1/20/20 10:33,28,Riesgo de fraude,,,4,,207b5aba7428efa106d1ac7710c324e447cbb725857a50e197c118340dba613a,DEBIT,72a3d4de0b29341dc1fe504f4c27c3b4,1,,,,87,2410,yahoo.com.mx,Aceptada,Aceptada,Riesgo de fraude,
try7knpvbatevoc9y8rx,$50.00,304576,FALSE,API,1/20/20 10:41,223,Riesgo de fraude,,,1,,939170eb0a1f4e53c7101d4497c523988e1d314d63ba73573ce32b21778e8cdd,DEBIT,1a192c610bfeb1f4d722dc3415746069,1,,,,500,182,gmail.com,Aceptada,Aceptada,Riesgo de fraude,
tr1vmk26tdd8b5yqfk95,$50.00,303752,FALSE,API,1/16/20 17:39,51,Riesgo de fraude,,,6,,ca80765f9225dee80927f9f2e135e3ed3e585283a6bf06ab7054af897c4f7037,DEBIT,,1,,,,126,1293,hotmail.com,Aceptada,Aceptada,Riesgo de fraude,
trunl0xf1elvhy1df8dc,$55.00,303750,FALSE,API,1/16/20 17:37,50,Aceptada,,,3,,4fce1f7033d51ee548b521756e2967229c6dddab2fd5582c0b8e3ad5c31af793,DEBIT,7e0446c5f072c1018a42a0612ec654d8,1,,,Tarjeta sin fondos,491,33,gmail.com,,,,
trp3rdfavvua6tn6ryra,$32.00,303753,FALSE,API,1/16/20 17:44,79,Riesgo de fraude,,,3,,5059ad09c39dad98abf267187aaeead4d5da3782f56eb1a2c08845344d6abfc0,DEBIT,,1,,,,242,215,gmail.com,Aceptada,Aceptada,Riesgo de fraude,
trmgtiwprszrgcbvsg9s,$500.00,303760,FALSE,API,1/16/20 19:31,55,Aceptada,,,2,,0f33383a164c33cec8ff067100df0c35bed96619f5da8273b34791b571fbaa22,DEBIT,,1,,,Aceptada,176,593,gmail.com,Aceptada,Aceptada,Aceptada,
trmzp9ypqdow96cs9y7k,$100.00,303762,FALSE,API,1/16/20 19:41,82,Riesgo de fraude,,,8,,e25e3c831a5103278c912235bcf62074832131528d34643a94def35c634eed3a,DEBIT,,1,,,,490,37,hotmail.com,Aceptada,Aceptada,Riesgo de fraude,
tr83qz6ymqhjbnxyxqij,"$5,000.00",303786,FALSE,API,1/16/20 22:43,72,Riesgo de fraude,,,1,,49e6d2c526e9561576257a746d71589eed7d8974741c77e0eea41167a5f9f269,DEBIT,26a9de514a60c86a22a2b18553454370,1,,,,215,369,gmail.com,Aceptada,Aceptada,Riesgo de fraude,
trh0gxlgmaoguo4qbi9e,$100.00,303785,FALSE,API,1/16/20 22:33,65,Riesgo de fraude,,,1,,fe93efa57ad00c7c5a08f657cd5b5c51f8b2fd144c82a9e32d336bf4b3a624c3,DEBIT,6ba1f7b3ab29f93eb2765b21d192bb09,1,,,,709,0,gmail.com,Aceptada,Aceptada,Riesgo de fraude,
trwjb7xcwdya6asjhnzv,"$1,000.00",303792,FALSE,API,1/16/20 23:02,256,Riesgo de fraude,,,2,,88131de2185e07eeac074fbb65f5b848e2f14d76fc700bcf9901387e68200ab0,DEBIT,511ff71c38a1d44ef3c191c5d29100f5,1,,,,10,1215,gmail.com,Riesgo de fraude,Aceptada,Riesgo de fraude,
